 Serial No,Playerss,Year,Matches,Runss,Average,Higest_score,Strike Rate,NO,Fifty,Four,Six
1559,Harpreet Singh,2012,1,6,6,6,100,0,0,0,0
1560,Asad Pathan,2012,2,6,6,4,85.71,1,0,0,0
1561,Glenn Maxwell,2012,2,6,6,3*,54.54,1,0,0,0
1562,Wriddhiman Saha,2012,4,6,6,6,42.85,0,0,0,0
1563,Bhargav Bhatt,2012,5,6,0,6*,300,1,0,0,1
1564,Muttiah Muralitharan,2012,10,6,3,6,66.66,0,0,0,0
1565,RP Singh,2012,11,6,3,3,50,3,0,0,0
1566,Nuwan Kulasekara,2012,5,5,0,5*,166.66,1,0,1,0
1567,Pragyan Ojha,2012,9,5,2.5,4,35.71,1,0,0,0
1568,Siddharth Trivedi,2012,14,5,0,5*,83.33,1,0,0,0
1569,Mohnish Mishra,2012,1,4,4,4,100,0,0,1,0
1570,Dwaraka Ravi Teja,2012,2,4,2,4,100,0,0,1,0
1571,Syed Mohammad,2012,2,4,0,4*,400,1,0,1,0
1572,Thisara Perera,2012,2,4,4,4*,44.44,1,0,0,0
1573,Manpreet Gony,2012,6,4,4,4,50,0,0,0,0
1574,Parvinder Awana,2012,12,4,0,4*,80,2,0,0,0
1575,Ali Murtaza,2012,1,3,0,3*,60,1,0,0,0
1576,Doug Bollinger,2012,6,3,3,3,60,0,0,0,0
1577,Morne Morkel,2012,16,3,1.5,2*,60,2,0,0,0
1578,Ashok Dinda,2012,7,2,2,2,40,0,0,0,0
1579,Rahul Sharma,2012,11,2,0.5,2,18.18,1,0,0,0
1580,Umesh Yadav,2012,17,2,1,1*,28.57,1,0,0,0
1581,Varun Aaron,2012,8,1,0.5,1,33.33,0,0,0,0
1582,Chris Gayle,2011,12,608,67.55,107,183.13,3,3,57,44
1583,Virat Kohli,2011,16,557,46.41,71,121.08,4,4,55,16
1584,Sachin Tendulkar,2011,16,553,42.53,100*,113.31,3,2,67,5
1585,Shaun Marsh,2011,14,504,42,95,146.51,1,4,52,20
1586,Michael Hussey,2011,14,492,41,83*,118.84,2,4,53,6
1587,Paul Valthaty,2011,14,463,35.61,120*,136.98,1,2,56,20
1588,Suresh Raina,2011,16,438,31.28,73*,134.76,2,4,36,17
1589,Murali Vijay,2011,16,434,27.12,95,128.02,0,3,34,20
1590,Virender Sehwag,2011,11,424,38.54,119,176.66,0,2,51,18
1591,Jacques Kallis,2011,15,424,35.33,80*,112.16,2,4,46,6
1592,Shikhar Dhawan,2011,14,400,33.33,95*,129.03,2,2,47,7
1593,Subramaniam Badrinath,2011,16,396,56.57,71*,126.51,6,5,38,9
1594,Ambati Rayudu,2011,16,395,28.21,63*,112.85,2,4,44,9
1595,MS Dhoni,2011,16,392,43.55,70*,158.7,4,2,25,23
1596,Adam Gilchrist,2011,14,383,27.35,106,129.83,0,2,41,18
1597,Gautam Gambhir,2011,15,378,34.36,75*,119.24,4,2,44,3
1598,Rohit Sharma,2011,16,372,33.81,87,125.25,3,3,32,13
1599,Manoj Tiwary,2011,15,359,51.28,61*,110.46,7,1,26,14
1600,Kumar Sangakkara,2011,13,358,27.53,65,122.18,0,1,44,5
1601,Brendon McCullum,2011,13,357,27.46,81,129.81,0,1,35,16
1602,Rahul Dravid,2011,12,343,31.18,66,109.23,1,1,45,2
1603,Yuvraj Singh,2011,14,343,34.3,66*,131.41,3,2,24,18
1604,Venugopal Rao,2011,14,336,28,60,120,2,1,30,13
1605,Shane Watson,2011,11,330,33,89*,130.43,1,1,31,17
1606,David Warner,2011,13,324,24.92,77,117.39,0,3,34,11
1607,AB de Villiers,2011,16,312,34.66,65,128.39,4,2,21,14
1608,Mahela Jayawardena,2011,13,299,23,76,116.34,0,3,35,5
1609,Jesse Ryder,2011,13,292,22.46,60,148.22,0,2,37,11
1610,Brad Hodge,2011,14,285,35.62,51*,120.76,6,1,26,9
1611,Ravindra Jadeja,2011,14,283,31.44,47,124.12,3,0,20,14
1612,Yusuf Pathan,2011,15,283,28.3,47*,140.79,1,0,24,13
1613,Dinesh Karthik,2011,14,282,25.63,69,128.18,2,1,32,7
1614,Robin Uthappa,2011,14,264,26.4,45,126.31,3,0,27,10
1615,Sunny Sohal,2011,11,249,24.9,62,130.36,0,2,25,10
1616,Manish Pandey,2011,10,246,27.33,59,108.37,0,1,28,6
1617,Johan Botha,2011,10,230,46,67*,116.16,4,1,20,2
1618,Tillakaratne Dilshan,2011,10,226,28.25,59*,125.55,2,2,33,3
1619,Bharat Chipli,2011,14,207,25.87,61*,121.76,5,1,21,4
1620,JP Duminy,2011,10,205,20.5,55,117.81,0,1,9,8
1621,Parthiv Patel,2011,14,202,20.2,37*,110.38,3,0,25,2
1622,James Hopes,2011,10,196,39.2,55,124.05,3,2,22,3
1623,Dan Christian,2011,14,190,17.27,30,119.49,2,0,9,7
1624,Saurabh Tiwary,2011,16,187,23.37,42*,99.46,5,0,13,5
1625,Dwaraka Ravi Teja,2011,12,183,26.14,60,127.08,2,1,17,4
1626,Ross Taylor,2011,12,181,36.2,47*,119.07,6,0,11,7
1627,Ashok Menaria,2011,13,180,20,34,118.42,1,0,10,10
1628,Naman Ojha,2011,14,160,12.3,29,99.37,1,0,11,11
1629,Irfan Pathan,2011,14,150,18.75,44*,108.69,4,0,12,6
1630,Kieron Pollard,2011,16,146,14.6,28,109.77,3,0,12,6
1631,Mayank Agarwal,2011,8,141,20.14,41,117.5,0,0,16,4
1632,Albie Morkel,2011,15,138,23,30*,135.29,7,0,8,8
1633,Eoin Morgan,2011,12,137,15.22,66,117.09,0,1,17,3
1634,Andrew Symonds,2011,11,135,33.75,44*,97.82,5,0,9,3
1635,Aiden Blizzard,2011,6,120,20,51,137.93,0,1,21,2
1636,Ajinkya Rahane,2011,10,120,20,52,122.44,1,1,12,2
1637,Mithun Manhas,2011,10,114,11.4,35,92.68,0,0,8,4
1638,Yogesh Nagar,2011,11,111,15.85,23,111,3,0,6,6
1639,Ryan ten Doeschate,2011,6,107,53.5,70*,146.57,1,1,9,5
1640,James Franklin,2011,8,107,53.5,45*,137.17,3,0,10,2
1641,Cameron White,2011,6,104,26,31*,95.41,2,0,6,2
1642,Harbhajan Singh,2011,15,103,34.33,30,145.07,5,0,9,6
1643,Davy Jacobs,2011,6,92,15.33,32,104.54,0,0,10,4
1644,Ryan McLaren,2011,6,90,30,51*,93.75,1,1,7,1
1645,Srikkanth Anirudha,2011,9,83,20.75,64,112.16,1,1,6,3
1646,Travis Birt,2011,5,75,15,27,129.31,0,0,9,2
1647,Michael Klinger,2011,4,73,18.25,29,94.8,0,0,9,0
1648,Manvinder Bisla,2011,5,72,14.4,27,80.89,0,0,8,0
1649,Wriddhiman Saha,2011,7,68,68,46*,107.93,2,0,2,4
1650,Amit Mishra,2011,14,68,17,25*,138.77,5,0,9,1
1651,Mohnish Mishra,2011,6,67,16.75,37*,111.66,1,0,5,2
1652,Tirumalasetti Suman,2011,8,65,10.83,36,127.45,1,0,5,5
1653,David Hussey,2011,8,64,10.66,21*,101.58,2,0,3,3
1654,Abhishek Nayar,2011,10,61,8.71,17*,91.04,2,0,9,0
1655,Abhishek Raut,2011,7,60,20,25,103.44,1,0,5,1
1656,Luke Pomersbach,2011,5,51,12.75,29,130.76,0,0,4,2
1657,Sourav Ganguly,2011,4,50,25,32*,84.74,1,0,3,2
1658,Mitchell Marsh,2011,5,50,25,37,102.04,1,0,2,3
1659,Vinay Kumar,2011,13,50,8.33,18,106.38,1,0,4,1
1660,Amit Paunikar,2011,4,49,12.25,20,85.96,0,0,9,0
1661,Callum Ferguson,2011,5,48,24,16,88.88,2,0,6,0
1662,Piyush Chawla,2011,12,48,16,15,87.27,3,0,2,2
1663,Aaron Finch,2011,6,47,7.83,25,102.17,0,0,3,3
1664,Mandeep Singh,2011,6,47,11.75,15*,114.63,1,0,4,1
1665,Raiphi Gomez,2011,11,46,9.2,26*,92,3,0,4,1
1666,VVS Laxman,2011,3,44,14.66,36,104.76,0,0,3,2
1667,Sunny Singh,2011,6,43,10.75,20,138.7,1,0,6,1
1668,Graeme Smith,2011,4,42,10.5,24,82.35,0,0,6,0
1669,Mohammad Kaif,2011,8,41,13.66,15,124.24,1,0,5,0
1670,Morne Morkel,2011,11,40,20,16*,160,3,0,3,2
1671,Stuart Binny,2011,6,37,37,30,119.35,1,0,2,1
1672,Wayne Parnell,2011,8,37,12.33,16,94.87,2,0,2,1
1673,Dale Steyn,2011,12,36,9,13,102.85,1,0,3,0
1674,Cheteshwar Pujara,2011,7,34,11.33,25,109.67,0,0,4,0
1675,Asad Pathan,2011,6,33,8.25,14,206.25,1,0,5,2
1676,Ryan Harris,2011,13,31,6.2,17,79.48,2,0,3,0
1677,Shreevats Goswami,2011,5,29,7.25,22,100,0,0,5,0
1678,Shakib Al Hasan,2011,7,29,14.5,26,131.81,1,0,4,0
1679,Ishank Jaggi,2011,2,28,14,25,75.67,0,0,3,0
1680,Abhimanyu Mithun,2011,12,27,9,11,135,3,0,3,1
1681,Praveen Kumar,2011,13,27,9,15*,87.09,4,0,2,1
1682,Nathan McCullum,2011,2,26,26,15,118.18,1,0,0,1
1683,Owais Shah,2011,3,26,13,23,173.33,0,0,1,2
1684,Rajagopal Sathish,2011,9,25,12.5,18*,73.52,1,0,1,0
1685,Rajat Bhatia,2011,14,25,8.33,11,113.63,3,0,3,0
1686,Rahul Sharma,2011,14,24,8,13,114.28,2,0,1,2
1687,Bipul Sharma,2011,4,23,23,16*,127.77,2,0,1,0
1688,Thisara Perera,2011,4,23,11.5,22,85.18,0,0,4,0
1689,Daniel Vettori,2011,13,23,23,18*,82.14,3,0,1,1
1690,Matthew Wade,2011,3,22,7.33,11,66.66,0,0,0,0
1691,Colin Ingram,2011,3,21,10.5,13*,80.76,1,0,2,0
1692,Zaheer Khan,2011,15,21,10.5,21,87.5,0,0,2,0
1693,Faiz Fazal,2011,2,19,9.5,16,100,0,0,3,0
1694,Y Gnaneswara Rao,2011,2,19,19,19,111.76,0,0,3,0
1695,Brad Haddin,2011,1,18,18,18,163.63,0,0,2,1
1696,Sachin Rana,2011,2,18,18,18,112.5,0,0,2,0
1697,Johan van der Wath,2011,3,18,9,14*,112.5,1,0,1,1
1698,Kedar Jadhav,2011,6,18,6,12,78.26,1,0,1,0
1699,Dishant Yagnik,2011,7,16,16,10*,72.72,3,0,1,0
1700,Syed Mohammad,2011,5,15,0,13*,125,2,0,2,0
1701,Iqbal Abdulla,2011,15,15,0,12*,125,2,0,1,0
1702,Laxmi Ratan Shukla,2011,1,14,14,14,140,0,0,2,0
1703,Harpreet Singh,2011,2,14,14,13,70,1,0,0,0
1704,Roelof van der Merwe,2011,4,14,0,8*,87.5,4,0,1,0
1705,Balachandra Akhil,2011,1,13,13,13,144.44,0,0,0,1
1706,Sreenath Aravind,2011,13,13,0,11*,162.5,2,0,2,0
1707,Murali Kartik,2011,6,12,12,11,80,2,0,1,0
1708,Ramesh Powar,2011,5,11,11,8*,84.61,2,0,0,0
1709,Dwayne Bravo,2011,6,11,11,6*,183.33,1,0,1,1
1710,Tim Paine,2011,2,10,5,8,38.46,0,0,0,0
1711,Abhishek Jhunjhunwala,2011,3,10,5,10,55.55,0,0,2,0
1712,Shaun Tait,2011,4,10,10,10*,100,1,0,1,0
1713,Shane Warne,2011,13,10,5,5*,50,2,0,1,0
1714,Siddharth Chitnis,2011,1,9,9,9,100,0,0,1,0
1715,Swapnil Asnodkar,2011,1,9,9,9,100,0,0,1,0
1716,Andrew McDonald,2011,1,8,8,8,114.28,0,0,0,0
1717,Charl Langeveldt,2011,3,8,8,8,100,0,0,0,1
1718,Lasith Malinga,2011,16,8,2.66,7,88.88,1,0,0,1
1719,Ishan Malhotra,2011,1,7,0,7*,175,1,0,1,0
1720,Arun Karthik,2011,3,7,3.5,6,87.5,0,0,1,0
1721,Ajit Agarkar,2011,7,7,7,7*,116.66,1,0,1,0
1722,Mark Boucher,2011,4,6,6,5,100,2,0,0,0
1723,Pinal Shah,2011,2,5,5,5,100,0,0,1,0
1724,Scott Styris,2011,2,5,0,5*,250,1,0,1,0
1725,Muttiah Muralitharan,2011,5,5,0,5*,62.5,1,0,0,0
1726,Brett Lee,2011,12,5,1.66,2*,55.55,1,0,0,0
1727,Sridharan Sriram,2011,1,4,4,4,57.14,0,0,0,0
1728,Shalabh Srivastava,2011,6,4,0,3*,133.33,2,0,0,0
1729,Ishant Sharma,2011,12,4,0,1*,80,5,0,0,0
1730,Lakshmipathy Balaji,2011,14,4,0,3*,200,2,0,0,0
1731,Ryan Ninan,2011,2,3,3,3,50,0,0,0,0
1732,Unmukt Chand,2011,2,2,1,2,16.66,0,0,0,0
1733,Ali Murtaza,2011,5,2,0,2*,40,1,0,0,0
1734,Dhawal Kulkarni,2011,6,2,2,2,50,1,0,0,0
1735,Shrikant Wagh,2011,7,2,1,2,66.66,0,0,0,0
1736,Suraj Randiv,2011,8,2,2,2,50,0,0,0,0
1737,RP Singh,2011,14,2,0.66,1*,50,2,0,0,0
1738,Ravichandran Ashwin,2011,16,2,1,2,33.33,0,0,0,0
1739,Ankeet Chavan,2011,2,1,1,1,33.33,0,0,0,0
1740,Umesh Yadav,2011,7,1,1,1*,20,1,0,0,0
1741,Amit Singh,2011,9,1,0.5,1,25,0,0,0,0
1742,Shanthakumaran Sreesanth,2011,9,1,0.5,1,11.11,1,0,0,0
1743,Sachin Tendulkar,2010,15,618,47.53,89*,132.61,2,5,86,3
1744,Jacques Kallis,2010,16,572,47.66,89*,115.78,4,6,67,9
1745,Suresh Raina,2010,16,520,47.27,83*,142.85,5,4,45,22
1746,Sourav Ganguly,2010,14,493,37.92,88,117.66,1,4,58,15
1747,Murali Vijay,2010,15,458,35.23,127,156.84,2,2,36,26
1748,Mahela Jayawardena,2010,13,439,43.9,110*,147.31,3,1,55,11
1749,Andrew Symonds,2010,16,429,30.64,54,125.8,2,4,35,18
1750,Saurabh Tiwary,2010,16,419,29.92,61,135.59,1,3,29,18
1751,Rohit Sharma,2010,16,404,28.85,73,133.77,2,3,36,14
1752,Naman Ojha,2010,14,377,31.41,94*,132.28,2,2,42,15
1753,Robin Uthappa,2010,16,374,31.16,68*,171.55,2,3,21,27
1754,Kumar Sangakkara,2010,13,357,29.75,56,138.91,0,2,47,5
1755,Ambati Rayudu,2010,14,356,27.38,55*,144.71,1,2,34,13
1756,Virender Sehwag,2010,14,356,25.42,75,163.3,0,3,47,14
1757,Subramaniam Badrinath,2010,16,356,32.36,55*,117.49,4,2,41,5
1758,Matthew Hayden,2010,16,346,21.62,93,124.01,0,1,37,16
1759,Yusuf Pathan,2010,14,333,27.75,100,165.67,2,1,22,24
1760,Tirumalasetti Suman,2010,14,307,34.11,78*,119.45,5,2,23,12
1761,Virat Kohli,2010,16,307,27.9,58,144.81,2,1,26,12
1762,Chris Gayle,2010,9,292,32.44,88,158.69,0,2,30,16
1763,Adam Gilchrist,2010,16,289,18.06,54,156.21,0,1,31,16
1764,MS Dhoni,2010,13,287,31.88,66*,136.66,2,2,26,8
1765,David Warner,2010,11,282,28.2,107*,147.64,1,1,27,14
1766,Michael Lumb,2010,11,278,25.27,83,144.79,0,1,45,6
1767,Dinesh Karthik,2010,14,278,21.38,69,117.29,1,1,26,6
1768,Gautam Gambhir,2010,11,277,30.77,72,127.64,1,2,32,2
1769,Irfan Pathan,2010,14,276,34.5,60,148.38,5,1,21,10
1770,Kieron Pollard,2010,14,273,22.75,45*,185.71,2,0,23,17
1771,Herschelle Gibbs,2010,10,267,26.7,50,113.61,0,1,26,9
1772,Rahul Dravid,2010,16,256,28.44,52,128.64,2,1,34,3
1773,Yuvraj Singh,2010,14,255,21.25,43,128.14,2,0,20,14
1774,Manish Pandey,2010,13,249,20.75,42*,110.17,1,0,27,7
1775,Ravi Bopara,2010,10,248,31,77,115.88,1,2,25,3
1776,Manoj Tiwary,2010,13,237,26.33,75*,127.41,2,2,23,5
1777,Kevin Pietersen,2010,7,236,59,66*,150.31,3,2,23,8
1778,Angelo Mathews,2010,14,233,33.28,65*,126.63,4,1,18,8
1779,Manvinder Bisla,2010,10,218,21.8,75,122.47,0,1,27,6
1780,Paul Collingwood,2010,8,203,40.6,75*,130.12,2,3,9,13
1781,Albie Morkel,2010,14,198,24.75,62,151.14,3,1,10,13
1782,Shikhar Dhawan,2010,10,191,19.1,56,112.35,0,2,23,3
1783,Shane Watson,2010,6,185,37,60,162.28,0,2,18,9
1784,Abhishek Jhunjhunwala,2010,13,183,20.33,53*,110.24,2,1,16,4
1785,Adam Voges,2010,9,181,45.25,45*,126.57,3,0,15,3
1786,Mohnish Mishra,2010,11,166,15.09,41,115.27,0,0,18,6
1787,Faiz Fazal,2010,10,164,20.5,45,106.49,1,0,19,1
1788,JP Duminy,2010,7,157,31.4,42*,119.84,2,0,13,5
1789,Mithun Manhas,2010,9,157,39.25,32*,105.36,4,0,14,0
1790,Shaun Marsh,2010,4,147,49,88*,128.94,1,2,14,6
1791,Cheteshwar Pujara,2010,10,122,30.5,45*,106.08,2,0,14,3
1792,Owais Shah,2010,5,115,57.5,58*,121.05,3,1,7,5
1793,Brendon McCullum,2010,5,114,28.5,57*,103.63,1,1,14,2
1794,Rajagopal Sathish,2010,12,112,16,24,116.66,4,0,11,0
1795,AB de Villiers,2010,7,111,15.85,45,93.27,0,0,7,0
1796,Paras Dogra,2010,9,107,13.37,41,100.94,0,0,4,5
1797,Harbhajan Singh,2010,15,105,26.25,49*,166.66,3,0,12,5
1798,Brad Hodge,2010,4,99,24.75,50,110,0,1,11,1
1799,David Hussey,2010,6,94,23.5,31,109.3,2,0,5,5
1800,Ross Taylor,2010,7,88,22,31*,117.33,3,0,2,6
1801,Kedar Jadhav,2010,5,76,25.33,50*,135.71,2,1,7,2
1802,Parthiv Patel,2010,4,72,18,57,91.13,0,1,6,2
1803,Wriddhiman Saha,2010,13,67,22.33,22,126.41,4,0,9,1
1804,Ryan McLaren,2010,10,66,22,40,95.65,4,0,7,0
1805,Andrew McDonald,2010,4,65,0,33*,125,3,0,3,2
1806,VVS Laxman,2010,6,64,12.8,22,106.66,1,0,7,1
1807,Anirudh Singh,2010,5,63,15.75,40,95.45,0,0,6,1
1808,Piyush Chawla,2010,14,62,12.4,22,103.33,1,0,7,0
1809,Dwayne Bravo,2010,10,61,8.71,23,115.09,1,0,3,4
1810,Abhishek Nayar,2010,3,58,29,27,113.72,1,0,4,2
1811,Abhishek Raut,2010,6,56,28,32*,116.66,3,0,3,3
1812,Aditya Tare,2010,7,50,12.5,23,138.88,0,0,5,3
1813,Cameron White,2010,7,48,24,21*,145.45,3,0,3,3
1814,Ryan Harris,2010,8,45,11.25,15,115.38,1,0,2,2
1815,Graeme Smith,2010,2,44,22,26,112.82,0,0,7,0
1816,Tillakaratne Dilshan,2010,6,44,7.33,17,83.01,0,0,6,0
1817,Adrian Barath,2010,3,42,21,33,100,1,0,5,1
1818,Ajit Agarkar,2010,7,40,40,17,137.93,3,0,4,0
1819,Amit Mishra,2010,14,39,9.75,12,76.47,3,0,1,0
1820,Michael Hussey,2010,3,37,18.5,15,84.09,1,0,2,0
1821,Laxmi Ratan Shukla,2010,4,36,18,19,138.46,0,0,3,2
1822,Bodapati Sumanth,2010,5,35,35,16,94.59,3,0,3,0
1823,Eoin Morgan,2010,6,35,11.66,17,116.66,1,0,2,1
1824,Aditya Dole,2010,3,34,17,30,154.54,0,0,3,1
1825,Venugopal Rao,2010,6,34,8.5,24,79.06,1,0,3,1
1826,Daniel Vettori,2010,3,33,33,19*,122.22,2,0,4,0
1827,Sanath Jayasuriya,2010,4,33,8.25,23,106.45,0,0,4,1
1828,MF Maharoof,2010,7,31,10.33,28,134.78,1,0,2,2
1829,Chaminda Vaas,2010,6,30,7.5,16,88.23,1,0,1,1
1830,Ravichandran Ashwin,2010,12,30,7.5,11*,75,2,0,2,0
1831,Rahul Sharma,2010,6,29,9.66,14*,111.53,1,0,3,1
1832,Mitchell Marsh,2010,3,28,14,15,93.33,0,0,1,1
1833,Mohammad Kaif,2010,4,28,9.33,14,93.33,0,0,2,0
1834,Sridharan Sriram,2010,1,27,27,27,93.1,0,0,3,0
1835,Shanthakumaran Sreesanth,2010,6,27,0,15*,128.57,3,0,5,0
1836,Vinay Kumar,2010,14,27,6.75,10*,84.37,1,0,1,0
1837,JM Kemp,2010,5,26,13,22,108.33,0,0,1,1
1838,Rajat Bhatia,2010,5,24,8,21,141.17,0,0,1,2
1839,Zaheer Khan,2010,14,24,24,23*,184.61,3,0,3,1
1840,Ashish Nehra,2010,4,23,23,22*,115,1,0,2,1
1841,Dwayne Smith,2010,3,22,11,13*,88,1,0,1,1
1842,Murali Kartik,2010,10,22,11,21,100,0,0,2,0
1843,Aaron Finch,2010,1,21,21,21,100,0,0,0,1
1844,Siddharth Trivedi,2010,11,20,10,9,142.85,2,0,3,1
1845,Damien Martyn,2010,1,19,19,19,79.16,0,0,1,0
1846,George Bailey,2010,1,18,18,18,66.66,0,0,2,0
1847,Karan Goel,2010,6,18,18,17*,90,1,0,1,1
1848,Lakshmipathy Balaji,2010,7,18,9,15,90,1,0,1,1
1849,Doug Bollinger,2010,8,18,0,16*,105.88,2,0,1,1
1850,Chandan Madan,2010,1,15,15,15,78.94,0,0,3,0
1851,Sumit Narwal,2010,5,14,7,12,116.66,1,0,2,0
1852,Mark Boucher,2010,5,13,13,11*,130,1,0,0,1
1853,Dale Steyn,2010,15,13,3.25,8,76.47,0,0,2,0
1854,Dimitri Mascarenhas,2010,2,12,12,9*,120,1,0,0,0
1855,Shaun Tait,2010,8,12,12,11,92.3,1,0,0,1
1856,Moises Henriques,2010,1,11,11,11,220,0,0,2,0
1857,Brett Lee,2010,4,11,11,7*,122.22,2,0,1,0
1858,Kemar Roach,2010,2,10,10,10,111.11,0,0,1,0
1859,Thilan Thushara,2010,4,10,10,8,90.9,1,0,0,0
1860,Pradeep Sangwan,2010,8,10,10,6*,71.42,1,0,0,0
1861,Shane Warne,2010,14,10,2,4,52.63,2,0,0,0
1862,Morne Morkel,2010,2,9,9,7*,56.25,1,0,1,0
1863,Bipul Sharma,2010,5,9,0,8*,128.57,2,0,1,0
1864,RP Singh,2010,12,9,4.5,4*,47.36,3,0,0,0
1865,Shreevats Goswami,2010,1,8,8,8,80,0,0,2,0
1866,Stuart Binny,2010,1,8,8,8,160,0,0,1,0
1867,Jaskaran Singh,2010,6,8,8,4*,72.72,3,0,0,0
1868,Vikramjeet Malik,2010,3,6,6,6,120,0,0,1,0
1869,Ishant Sharma,2010,7,6,6,6*,35.29,1,0,0,0
1870,Anil Kumble,2010,16,6,0,2*,54.54,5,0,0,0
1871,Abhimanyu Mithun,2010,1,5,5,5,125,0,0,1,0
1872,Swapnil Asnodkar,2010,2,5,2.5,5,125,0,0,1,0
1873,Ramesh Powar,2010,7,5,5,3,62.5,1,0,0,0
1874,Amit Uniyal,2010,2,4,4,4*,57.14,1,0,0,0
1875,Reetinder Sodhi,2010,3,4,0,4*,200,1,0,1,0
1876,Munaf Patel,2010,4,4,4,4*,80,1,0,0,0
1877,Dirk Nannes,2010,9,4,4,3,30.76,1,0,0,0
1878,Praveen Kumar,2010,12,4,2,3*,50,2,0,0,0
1879,Arun Karthik,2010,1,3,0,3*,60,1,0,0,0
1880,Sudeep Tyagi,2010,6,3,0,3*,75,1,0,0,0
1881,Umesh Yadav,2010,7,3,0,3*,75,1,0,0,0
1882,Pragyan Ojha,2010,16,3,1,2,37.5,3,0,0,0
1883,Azhar Bilakhia,2010,1,2,2,2,50,0,0,0,0
1884,KP Appanna,2010,2,2,2,1*,66.66,1,0,0,0
1885,Rohan Gavaskar,2010,2,2,2,2,25,0,0,0,0
1886,Manpreet Gony,2010,3,2,2,2,33.33,0,0,0,0
1887,Dilhara Fernando,2010,5,2,0,2*,100,1,0,0,0
1888,Juan Theron,2010,7,2,1,2,40,0,0,0,0
1889,Roelof van der Merwe,2010,1,1,1,1,50,0,0,0,0
1890,Ajantha Mendis,2010,2,1,0,1*,100,1,0,0,0
1891,Pankaj Singh,2010,2,1,1,1,50,0,0,0,0
1892,Shalabh Srivastava,2010,8,1,1,1*,50,1,0,0,0
1893,Shane Bond,2010,8,1,1,1,50,0,0,0,0
1894,Muttiah Muralitharan,2010,12,1,1,1,50,0,0,0,0
1895,Lasith Malinga,2010,13,1,0,1*,100,2,0,0,0
1896,Matthew Hayden,2009,12,572,52,89,144.81,1,5,60,22
1897,Adam Gilchrist,2009,16,495,30.93,85,152.3,0,3,54,29
1898,Suresh Raina,2009,14,434,31,98,140.9,0,2,37,21
1899,JP Duminy,2009,13,372,41.33,62,114.46,3,5,26,11
1900,Herschelle Gibbs,2009,14,371,33.72,69*,112.08,3,4,32,12
1901,Brad Hodge,2009,12,365,40.55,73,117.74,3,3,34,9
1902,Sachin Tendulkar,2009,13,364,33.09,68,120.13,2,2,39,10
1903,Rohit Sharma,2009,16,362,27.84,52,114.92,3,1,22,18
1904,Jacques Kallis,2009,15,361,27.76,69*,108.73,2,3,37,8
1905,Yuvraj Singh,2009,14,340,28.33,58*,115.64,2,2,25,16
1906,Kumar Sangakkara,2009,14,332,30.18,60,102.46,2,2,29,5
1907,MS Dhoni,2009,14,332,41.5,58*,127.2,5,2,22,9
1908,Ravindra Jadeja,2009,13,295,26.81,42,110.9,2,0,21,6
1909,Brendon McCullum,2009,13,285,23.75,84*,119.24,1,2,27,12
1910,Ross Taylor,2009,11,280,31.11,81*,134.61,2,1,20,15
1911,Rahul Dravid,2009,13,271,22.58,66,115.81,0,1,28,3
1912,Andrew Symonds,2009,8,249,35.57,60*,150,1,1,15,11
1913,Virat Kohli,2009,16,246,22.36,50,112.32,2,1,22,8
1914,Yusuf Pathan,2009,13,243,20.25,62*,132.78,1,1,24,12
1915,Tirumalasetti Suman,2009,12,237,23.7,41*,124.73,2,0,18,8
1916,Sanath Jayasuriya,2009,12,221,18.41,52,115.1,0,2,23,7
1917,Mahela Jayawardena,2009,10,219,36.5,52*,132.72,4,1,17,7
1918,Dwayne Bravo,2009,11,218,27.25,70*,107.38,2,2,15,8
1919,Dwayne Smith,2009,8,215,26.87,49,162.87,0,0,12,15
1920,Graeme Smith,2009,12,212,19.27,77,98.14,1,1,27,1
1921,Irfan Pathan,2009,14,196,19.6,39,124.05,2,0,17,6
1922,Abhishek Nayar,2009,13,193,21.44,35,126.97,2,0,14,7
1923,Sourav Ganguly,2009,13,189,17.18,46,91.3,0,0,13,6
1924,Subramaniam Badrinath,2009,14,177,19.66,59*,107.92,2,1,20,4
1925,Robin Uthappa,2009,15,175,15.9,66*,102.94,2,1,18,3
1926,Chris Gayle,2009,7,171,28.5,44*,119.58,1,0,15,10
1927,Manish Pandey,2009,5,168,84,114*,142.37,2,0,17,4
1928,Naman Ojha,2009,8,168,24,68,116.66,1,2,11,11
1929,Mark Boucher,2009,12,150,30,48*,129.31,4,0,8,6
1930,Simon Katich,2009,9,145,16.11,50,123.93,0,1,15,6
1931,Ajinkya Rahane,2009,8,144,24,62*,117.07,1,2,12,3
1932,Parthiv Patel,2009,9,142,15.77,36,112.69,0,0,19,2
1933,Ravi Bopara,2009,5,138,27.6,84,115.96,0,1,8,7
1934,Karan Goel,2009,9,124,15.5,38,93.23,1,0,9,4
1935,Venugopal Rao,2009,16,124,11.27,32,108.77,2,0,6,3
1936,Roelof van der Merwe,2009,10,122,15.25,35,124.48,0,0,8,8
1937,Sunny Sohal,2009,8,115,14.37,43,123.65,0,0,9,8
1938,Shane Warne,2009,13,108,13.5,34*,93.1,3,0,6,4
1939,Rob Quiney,2009,7,103,14.71,51,100.98,0,1,12,3
1940,David Hussey,2009,4,98,24.5,43,166.1,0,0,7,6
1941,Swapnil Asnodkar,2009,8,98,12.25,44,105.37,0,0,11,4
